                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                             co_core_mass                             fe_core_mass                   neutron_rich_core_mass                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                             math_backend                                     date                                     msun                                     rsun                                     lsun 
                                     167                                      776                  1.0000000000000000E+000                  2.0000000000000000E-002                  4.4233414169996798E+007                  4.3174813279914157E+006                  5.6598672675918688E+003                  7.0389865511897010E-001                  8.7256087509737157E-001                 -1.7632192268692328E+000                  6.9894521463460191E-001                  6.8485397497971840E-005                  2.8079353775001886E-001                  2.2902541998828024E-003                  2.3598085912057295E-003                  9.3804531736620105E-003                  2.0850244238750366E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  6.9983898810367162E-001                  8.9389728138932918E-005                  2.8005748594873492E-001                  3.3620623479724589E-003                  1.1093049013141472E-003                  9.3805227170376208E-003                  2.0850244238750366E-003                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  8.1573793640111317E+003                  3.8342024212480992E+007                  1.4206590575613247E+010                  7.0153440482025842E-001                  7.0153440482025831E-001                  1.0514733966191173E-047                  1.9391496427812408E-002                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.3959003910110910E+015                                "r26.4.1"                               "gfortran"                                 "13.1.0"                  "aarch64-macos-23.10.1"                                 "CRMATH"                               "20260702"                  1.9884098706980504E+033                  6.9570000000000000E+010                  3.8280000000000003E+033 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                       pp                                      cno                                tri_alpha 
                                       1                  1.0000000000000000E+000                 -5.9204264315343903E-002                  3.7535689398518581E+000                 -6.5668054746246636E+000                  4.9905038305485458E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.9797641502840188E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  9.9999999999899991E-001                 -5.9205397326837529E-002                  3.7552931772078897E+000                 -6.5608811416168793E+000                  4.9981587596544506E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0344527691928595E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  9.9999999999775002E-001                 -5.9206794414924005E-002                  3.7572379036806858E+000                 -6.5544828725799231E+000                  5.0065090309164475E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.0943609990446730E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  9.9999999999650002E-001                 -5.9208171084394842E-002                  3.7601976949729798E+000                 -6.5452218753934392E+000                  5.0187410608141665E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.1826530530105950E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  9.9999999999400002E-001                 -5.9210866369975822E-002                  3.7663176291641185E+000                 -6.5278885972054725E+000                  5.0422182540542719E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  4.3530542149081009E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  9.9999999998900002E-001                 -5.9216046173870995E-002                  3.7734972891339704E+000                 -6.5110185670962402E+000                  5.0662977778276250E+000                  6.9999999552195780E-001                  2.8000000447804235E-001                  1.9999999999999796E-002                  4.5255669023151639E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  9.9999999998587508E-001                 -5.9219160296757112E-002                  3.7792999793135249E+000                 -6.4991912606294768E+000                  5.0839530860503759E+000                  6.9999999342723507E-001                  2.8000000657276519E-001                  1.9999999999999796E-002                  4.6505747391506983E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  9.9999999998275013E-001                 -5.9222190820257536E-002                  3.7854409433149265E+000                 -6.4883945999942787E+000                  5.1009190706738234E+000                  6.9999999219628606E-001                  2.8000000780371409E-001                  1.9999999999999796E-002                  4.7677024725354560E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  9.9999999997962519E-001                 -5.9225146994142774E-002                  3.7919756249007772E+000                 -6.4786332288504820E+000                  5.1172475484283195E+000                  6.9999999219628606E-001                  2.8000000780371409E-001                  1.9999999999999796E-002                  4.8761367371927212E-026                  0.0000000000000000E+000                  0.0000000000000000E+000 
